,bp,position,foot,a/w,d/w
10731,ST,LM ST,Right,Medium,Medium
10732,LM,LM ST,Right,High,Medium
10733,CAM,LM ST,Right,High,Medium
10734,ST,LM ST,Right,High,Medium
10735,RM,LM ST,Right,High,Medium
10736,ST,LM ST,Left,High,Medium
10737,RW,LM ST,Right,High,Low
10738,LM,LM ST,Right,High,Medium
10739,ST,LM ST,Right,High,Medium
10740,LM,LM ST,Right,High,Low
10741,CAM,LM ST,Right,Medium,Medium
10742,LM,LM ST,Right,High,Medium
10743,RM,LM ST,Right,Medium,Medium
10744,RW,LM ST,Right,Medium,Low
10745,CAM,LM ST,Left,Medium,Low
10746,ST,LM ST,Right,High,Medium
10747,LM,LM ST,Right,High,Medium
10748,LM,LM ST,Left,Medium,Low
10749,RM,LM ST,Right,High,Medium
10750,CAM,LM ST,Right,High,Medium
10751,ST,LM ST CAM,Right,High,High
10752,CAM,LM ST CAM,Right,Medium,Medium
10753,CAM,LM ST CAM,Right,Medium,Low
10754,LM,LM ST CAM,Left,High,Medium
10755,RM,LM ST CF,Right,High,Medium
10756,LM,LM ST CM,Right,High,Medium
10757,LM,LM ST LB,Left,High,Medium
10758,LM,LM ST LB,Right,High,Medium
10759,ST,LM ST LW,Right,High,Medium
10760,ST,LM ST LW,Right,Medium,Medium
10761,LW,LM ST LW,Left,Medium,Medium
10762,LM,LM ST LW,Right,High,Medium
10763,ST,LM ST RM,Right,Medium,Medium
10764,ST,LM ST RM,Right,Medium,Low
10765,ST,LM ST RM,Right,High,Medium
10766,ST,LM ST RM,Right,High,High
10767,LM,LM ST RM,Right,High,Low
10768,RM,LM ST RM,Right,High,Medium
10769,LM,LM ST RM,Right,Medium,Medium
10770,LM,LM ST RM,Left,Medium,Medium
10771,LM,LM ST RM,Right,High,Medium
10772,RM,LM ST RM,Right,High,High
10773,LM,LM ST RM,Right,Medium,Low
10774,RM,LM ST RM,Right,Medium,Medium
10775,RM,LM ST RM,Right,Medium,Medium
10776,CF,LM ST RM,Right,Medium,Low
10777,LM,LM ST RM,Right,High,Medium
10778,CF,LM ST RM,Right,Medium,Medium
10779,LM,LM ST RM,Right,High,Low
10780,RM,LM ST RM,Right,High,Medium
10781,ST,LM ST RM,Right,Medium,Medium
10782,RM,LM ST RM,Right,High,Medium
10783,RW,LM ST RM,Right,High,Medium
10784,LM,LM ST RM,Right,High,High
10785,LM,LM ST RM,Right,High,High
10786,LM,LM ST RW,Right,Medium,Medium
10787,RM,LW,Right,Medium,Medium
10788,RM,LW,Right,Medium,Medium
10789,LW,LW,Right,Medium,Medium
10790,RW,LW,Right,High,Low
10791,LM,LW,Left,Medium,Medium
10792,RM,LW,Right,High,Low
10793,RM,LW,Right,High,Medium
10794,ST,LW,Right,High,Medium
10795,LM,LW,Left,High,Medium
10796,LW,LW,Right,High,Medium
10797,RM,LW,Right,Medium,Medium
10798,RW,LW,Right,Medium,Low
10799,LW,LW,Left,Medium,Medium
10800,CAM,LW,Left,Medium,Low
10801,RM,LW,Right,High,Low
10802,LM,LW,Left,Medium,High
10803,RM,LW,Right,High,Medium
10804,RM,LW,Right,High,Medium
10805,RM,LW,Right,High,Low
10806,LW,LW,Right,Medium,Medium
10807,LW,LW,Left,High,Medium
10808,LW,LW,Right,Medium,Medium
10809,LM,LW,Left,High,Low
10810,RM,LW,Right,Medium,Medium
10811,ST,LW,Left,Medium,Low
10812,LM,LW,Left,High,Medium
10813,LW,LW,Right,Medium,Low
10814,LW,LW,Right,Medium,Low
10815,RM,LW,Right,Medium,Low
10816,CAM,LW,Right,Medium,Medium
10817,LW,LW,Left,High,Low
10818,LW,LW,Right,High,High
10819,CAM,LW,Right,Medium,Medium
10820,RM,LW,Right,High,Medium
10821,LW,LW,Left,Medium,Medium
10822,CAM,LW,Right,High,Low
10823,CAM,LW,Left,High,Low
10824,RM,LW,Right,Medium,Medium
10825,LM,LW,Left,High,Medium
10826,LM,LW,Left,High,Low
10827,RM,LW,Right,High,Low
10828,ST,LW,Right,High,Low
10829,RM,LW,Right,Medium,Low
10830,CAM,LW,Right,Medium,Medium
10831,CAM,LW,Left,Medium,Medium
10832,LW,LW,Left,High,Medium
10833,CAM,LW,Right,High,Medium
10834,CAM,LW,Right,Medium,Low
10835,LW,LW,Right,Medium,Low
10836,RM,LW,Right,High,Medium
10837,LW,LW,Left,Medium,Medium
10838,LW,LW,Left,Medium,Medium
10839,CAM,LW,Right,High,Low
10840,RM,LW,Right,Medium,Medium
10841,CAM,LW,Right,High,Medium
10842,CAM,LW,Right,High,Low
10843,LW,LW,Left,High,Medium
10844,ST,LW,Left,Medium,Medium
10845,LM,LW,Left,Medium,Low
10846,LM,LW,Left,High,Medium
10847,LM,LW,Left,Medium,Medium
10848,LW,LW,Right,Medium,Medium
10849,LW,LW,Right,Medium,Low
10850,LW,LW,Right,Medium,Medium
10851,CAM,LW,Right,Medium,Low
10852,LW,LW,Right,Medium,Low
10853,ST,LW,Right,High,Low
10854,LW,LW,Left,High,Medium
10855,ST,LW,Right,Medium,Medium
10856,RM,LW,Right,High,Medium
10857,RM,LW,Right,Medium,Medium
10858,RM,LW,Right,High,Medium
10859,LW,LW,Right,High,Medium
10860,LM,LW,Left,High,High
10861,ST,LW,Right,High,Medium
10862,CAM,LW,Right,Medium,Medium
10863,LW,LW,Right,Medium,Low
10864,LW,LW,Left,High,Low
10865,LW,LW,Right,High,Medium
10866,LW,LW,Left,Medium,Medium
10867,LW,LW,Right,High,Medium
10868,RM,LW,Right,High,Medium
10869,RM,LW,Right,Medium,Medium
10870,RM,LW,Right,Medium,Medium
10871,RM,LW,Right,High,Medium
10872,LW,LW,Right,Medium,Medium
10873,LM,LW,Left,High,Medium
10874,CAM,LW,Right,Medium,Medium
10875,RM,LW,Right,Medium,Medium
10876,RM,LW,Right,High,Medium
10877,LM,LW,Left,Medium,Low
10878,LW,LW,Right,High,Medium
10879,LW,LW CAM,Right,High,Medium
10880,CAM,LW CAM,Right,High,Medium
10881,CAM,LW CAM,Right,Medium,Medium
10882,CAM,LW CAM,Right,Medium,Medium
10883,CAM,LW CAM,Right,Medium,Medium
10884,LM,LW CAM,Left,High,Medium
10885,CAM,LW CAM,Left,Medium,Medium
10886,RM,LW CAM,Right,Medium,Low
10887,LW,LW CAM,Right,High,Low
10888,LW,LW CAM,Right,Medium,Low
10889,LW,LW CAM,Right,Medium,Medium
10890,RW,LW CAM,Right,Medium,Medium
10891,LW,LW CAM,Right,High,Low
10892,LW,LW CAM,Right,High,Medium
10893,RM,LW CAM,Right,High,Medium
10894,LW,LW CAM,Right,High,Low
10895,LM,LW CAM,Left,Medium,Medium
10896,LW,LW CAM,Right,Medium,Medium
10897,CAM,LW CAM,Right,Medium,Low
10898,CAM,LW CAM,Right,High,Low
10899,LM,LW CAM,Left,High,Low
10900,CAM,LW CAM CF,Right,Medium,Low
10901,LW,LW CAM CF,Right,High,Low
10902,CAM,LW CAM CM,Right,Medium,Medium
10903,CAM,LW CAM CM,Right,High,Low
10904,LW,LW CAM LM,Right,High,Medium
10905,RM,LW CAM LM,Right,High,Medium
10906,RM,LW CAM LM,Right,High,Low
10907,LW,LW CAM RM,Right,High,Medium
10908,LW,LW CAM RW,Right,High,Low
10909,LW,LW CAM RW,Right,Medium,Low
10910,CAM,LW CAM ST,Right,Medium,Low
10911,LW,LW CAM ST,Right,High,Low
10912,RM,LW CF,Right,High,Medium
10913,RM,LW CF,Right,Medium,Medium
10914,LW,LW CF,Right,Medium,High
10915,LW,LW CF,Right,High,Medium
10916,CAM,LW CF,Right,High,Low
10917,CAM,LW CF,Right,Medium,Medium
10918,LW,LW CF,Right,High,Medium
10919,ST,LW CF,Right,High,Low
10920,LW,LW CF LM,Right,High,Medium
10921,RM,LW CF RW,Right,High,Low
10922,LW,LW CF RW,Left,High,Medium
10923,LW,LW CF ST,Left,High,Medium
10924,ST,LW CM,Left,High,Low
10925,CAM,LW CM,Right,Medium,Medium
10926,LW,LW CM,Right,High,High
10927,LM,LW LB,Left,Medium,Medium
10928,LM,LW LB,Left,Medium,Medium
10929,LM,LW LB,Left,Medium,Medium
10930,LM,LW LB,Left,High,Medium
10931,LM,LW LB,Left,Medium,Medium
10932,LM,LW LB,Left,Medium,High
10933,CAM,LW LB CAM,Left,Medium,Medium
10934,LW,LW LB LM,Right,Medium,Medium
10935,CAM,LW LM,Right,High,Medium
10936,CAM,LW LM,Right,Medium,Medium
10937,ST,LW LM,Right,High,Medium
10938,LW,LW LM,Left,Medium,Medium
10939,CAM,LW LM,Right,High,Low
10940,RM,LW LM,Right,High,Medium
10941,LW,LW LM,Left,Medium,Medium
10942,CAM,LW LM,Right,High,Medium
10943,CAM,LW LM,Right,Medium,Medium
10944,LW,LW LM,Right,High,Medium
10945,RM,LW LM,Right,Medium,Medium
10946,RM,LW LM,Right,Medium,Medium
10947,LW,LW LM,Right,Medium,Low
10948,LW,LW LM,Right,High,Medium
10949,LW,LW LM,Right,High,Medium
10950,RM,LW LM,Right,Medium,Medium
10951,LW,LW LM,Right,Medium,Medium
10952,LW,LW LM,Right,High,Medium
10953,LW,LW LM,Right,High,High
10954,CAM,LW LM,Right,High,Low
10955,CAM,LW LM,Left,High,Medium
10956,CAM,LW LM,Right,Medium,Medium
10957,ST,LW LM,Left,High,Low
10958,LM,LW LM,Left,High,Medium
10959,LW,LW LM,Left,Medium,Medium
10960,CAM,LW LM,Left,Medium,Medium
10961,LW,LW LM,Right,High,Medium
10962,ST,LW LM,Left,High,Medium
10963,LW,LW LM,Right,Medium,Medium
10964,CAM,LW LM,Left,Medium,Medium
10965,LW,LW LM,Right,High,Low
10966,LW,LW LM,Right,Medium,Medium
10967,LW,LW LM,Right,High,Medium
10968,LW,LW LM,Left,Medium,Medium
10969,LM,LW LM,Left,High,Medium
10970,RM,LW LM,Right,Medium,High
10971,LW,LW LM,Right,High,High
10972,RM,LW LM,Right,High,Low
10973,LM,LW LM,Left,Medium,Medium
10974,CAM,LW LM,Left,High,Medium
10975,LM,LW LM,Left,Medium,Medium
10976,CAM,LW LM,Right,Medium,Medium
10977,RM,LW LM,Right,Medium,Low
10978,LW,LW LM,Left,High,Low
10979,LM,LW LM CAM,Left,High,Medium
10980,LW,LW LM CAM,Right,High,Medium
10981,RM,LW LM CAM,Right,High,Medium
10982,RM,LW LM CAM,Right,High,Low
10983,CAM,LW LM CAM,Right,Medium,Low
10984,CAM,LW LM CF,Right,High,Medium
10985,RM,LW LM CF,Right,Medium,Medium
10986,LW,LW LM LB,Left,High,High
10987,LW,LW LM LB,Right,High,Medium
10988,LW,LW LM LB,Left,Medium,Medium
10989,RM,LW LM RM,Right,High,High
10990,RM,LW LM RM,Right,Medium,Medium
10991,LM,LW LM ST,Left,High,Low
10992,LW,LW LM ST,Right,High,Low
10993,ST,LW LM ST,Right,High,Medium
10994,LW,LW LM ST,Right,High,High
10995,CAM,LW LM ST,Right,Medium,Low
10996,CAM,LW LM ST,Right,High,Low
10997,CAM,LW LM ST,Right,High,Medium
10998,CAM,LW LM ST,Right,High,Low
10999,ST,LW LM ST,Right,High,Medium
11000,LM,LW LWB,Left,High,Medium
11001,LW,LW LWB RWB,Right,High,Medium
11002,RM,LW RM RW,Right,High,Medium
11003,LM,LW RW,Left,High,Low
11004,RM,LW RW,Right,Medium,Medium
11005,LW,LW RW,Left,High,Medium
11006,LW,LW RW,Right,High,Low
11007,CAM,LW RW,Right,High,Medium
11008,LM,LW RW,Left,Medium,High
11009,RM,LW RW,Right,Medium,Medium
11010,LW,LW RW,Right,High,Medium
11011,LW,LW RW,Right,High,Medium
11012,RM,LW RW,Right,High,Medium
11013,CAM,LW RW,Right,Medium,Medium
11014,RM,LW RW,Right,High,Medium
11015,LW,LW RW,Right,High,Low
11016,CAM,LW RW,Right,Medium,Medium
11017,ST,LW RW,Left,Medium,Low
11018,LW,LW RW,Right,High,Low
11019,LM,LW RW,Left,Medium,Low
11020,RM,LW RW,Right,High,High
11021,LM,LW RW,Left,Medium,Medium
11022,RM,LW RW,Right,Medium,Medium
11023,RM,LW RW,Right,High,Medium
11024,CAM,LW RW,Right,Medium,Medium
11025,LW,LW RW,Right,Medium,Medium
11026,CAM,LW RW,Right,Medium,Medium
11027,CAM,LW RW,Right,Medium,Medium
11028,LW,LW RW,Left,High,Medium
11029,CAM,LW RW,Left,High,Medium
11030,CAM,LW RW,Left,Medium,Medium
11031,ST,LW RW,Left,High,Low
11032,CAM,LW RW,Right,High,Medium
11033,LW,LW RW,Right,High,Medium
11034,LW,LW RW,Right,Medium,Medium
11035,CAM,LW RW,Right,High,Medium
11036,CAM,LW RW,Right,High,Medium
11037,RM,LW RW,Right,Medium,Medium
11038,LW,LW RW,Right,Medium,Low
11039,RM,LW RW,Right,High,Medium
11040,LW,LW RW,Right,High,Low
11041,RM,LW RW,Right,High,Low
11042,LW,LW RW,Right,High,Medium
11043,LW,LW RW,Left,Medium,Medium
11044,RM,LW RW,Right,Medium,Medium
11045,CAM,LW RW,Left,High,Medium
11046,LW,LW RW,Left,High,Low
11047,CAM,LW RW,Left,High,Medium
11048,LW,LW RW,Left,High,Medium
11049,ST,LW RW,Left,Medium,Medium
11050,LW,LW RW,Right,High,Low
11051,RM,LW RW,Right,High,Low
11052,RM,LW RW,Right,Medium,Medium
11053,LW,LW RW,Right,High,Medium
11054,RM,LW RW,Right,Medium,Medium
11055,ST,LW RW,Right,Medium,Low
11056,CAM,LW RW,Right,Medium,Medium
11057,LW,LW RW,Right,Medium,Medium
11058,CAM,LW RW,Right,Medium,Medium
11059,CAM,LW RW,Left,High,Medium
11060,LM,LW RW,Left,High,Medium
11061,CAM,LW RW,Right,High,Medium
11062,CAM,LW RW,Left,Medium,Medium
11063,CAM,LW RW,Right,High,Low
11064,RM,LW RW,Right,Medium,Low
11065,LW,LW RW,Right,Medium,Low
11066,RM,LW RW,Right,High,Medium
11067,LM,LW RW,Left,High,Medium
11068,LW,LW RW,Right,Medium,Medium
11069,LW,LW RW,Left,High,Medium
11070,CAM,LW RW,Right,Medium,Medium
11071,LW,LW RW,Right,High,Medium
11072,LW,LW RW,Right,Medium,Medium
11073,LW,LW RW,Right,High,Medium
11074,LM,LW RW,Left,Medium,Medium
11075,CAM,LW RW,Right,Medium,Medium
11076,CAM,LW RW,Right,High,Medium
11077,CAM,LW RW,Right,High,Low
11078,LW,LW RW,Right,Medium,Medium
11079,LW,LW RW,Left,Medium,Medium
11080,RM,LW RW,Right,High,Medium
11081,LW,LW RW,Right,High,Low
11082,RM,LW RW,Right,High,Low
11083,LW,LW RW,Right,High,Low
11084,RM,LW RW,Right,Medium,Medium
11085,RM,LW RW,Right,High,Medium
11086,LM,LW RW,Left,Medium,Medium
11087,LW,LW RW,Right,High,Medium
11088,RM,LW RW,Right,High,Medium
11089,LW,LW RW,Left,High,Medium
11090,LW,LW RW,Right,High,Low
11091,RM,LW RW CAM,Right,High,Medium
11092,CAM,LW RW CAM,Left,Medium,Medium
11093,RM,LW RW CAM,Right,High,Low
11094,CAM,LW RW CAM,Left,Medium,Medium
11095,LW,LW RW CAM,Left,High,Low
11096,RM,LW RW CAM,Right,High,Medium
11097,RM,LW RW CAM,Right,Medium,Low
11098,LW,LW RW CAM,Right,High,Medium
11099,CAM,LW RW CAM,Left,Medium,Medium
11100,LM,LW RW CAM,Left,High,Low
11101,RM,LW RW CAM,Right,Medium,Low
11102,CAM,LW RW CAM,Right,High,Medium
11103,CAM,LW RW CAM,Right,Medium,Medium
11104,CAM,LW RW CAM,Right,Medium,Medium
11105,LW,LW RW CF,Right,High,Medium
11106,CAM,LW RW CF,Right,High,Low
11107,LW,LW RW CF,Right,Medium,Medium
11108,RM,LW RW CF,Right,High,Medium
11109,LM,LW RW CF,Left,Medium,Medium
11110,LW,LW RW CF,Right,Medium,Medium
11111,LM,LW RW CF,Left,High,Low
11112,CAM,LW RW CM,Right,Medium,Medium
11113,LW,LW RW LM,Right,Medium,Low
11114,CAM,LW RW LM,Left,High,Medium
11115,LW,LW RW LM,Right,High,Low
11116,LW,LW RW LM,Right,High,Medium
11117,CAM,LW RW LM,Right,High,Medium
11118,LW,LW RW LM,Right,Medium,Medium
11119,LW,LW RW LM,Left,High,Medium
11120,LW,LW RW LM,Right,Medium,Low
11121,RM,LW RW LM,Right,Medium,Medium
11122,LM,LW RW RM,Left,High,Medium
11123,RM,LW RW RM,Right,High,Medium
11124,RM,LW RW ST,Right,Medium,Medium
11125,LW,LW RW ST,Left,High,Low
11126,RM,LW RW ST,Right,Medium,Medium
11127,ST,LW RW ST,Right,Medium,Medium
11128,ST,LW RW ST,Right,Medium,Medium
11129,RM,LW RW ST,Right,Medium,Medium
11130,RM,LW RW ST,Right,High,Medium
11131,RM,LW RW ST,Right,Medium,Medium
11132,ST,LW RW ST,Right,Medium,Medium
11133,LW,LW RW ST,Left,High,Medium
11134,ST,LW RW ST,Right,Medium,Low
11135,ST,LW RW ST,Right,Medium,Low
11136,ST,LW RW ST,Right,Medium,Medium
11137,ST,LW RW ST,Left,Medium,Medium
11138,ST,LW RW ST,Right,Medium,Medium
11139,ST,LW ST,Right,Medium,Low
11140,ST,LW ST,Right,Medium,Medium
11141,ST,LW ST,Left,High,Medium
11142,LW,LW ST,Right,Medium,Medium
11143,ST,LW ST,Right,High,Medium
11144,ST,LW ST,Left,Medium,Medium
11145,ST,LW ST,Right,High,Medium
11146,RM,LW ST,Right,Medium,Medium
11147,CAM,LW ST,Right,Medium,Medium
11148,LW,LW ST,Right,High,Medium
11149,CAM,LW ST,Right,High,Medium
11150,LW,LW ST,Right,High,Medium
11151,LW,LW ST,Right,High,Low
11152,ST,LW ST,Right,High,Medium
11153,LW,LW ST,Right,Medium,Low
11154,LW,LW ST,Right,Medium,Medium
11155,CAM,LW ST,Right,Medium,Medium
11156,ST,LW ST,Right,High,High
11157,ST,LW ST,Left,Medium,Medium
11158,ST,LW ST,Right,High,Medium
11159,LW,LW ST,Left,High,Low
11160,ST,LW ST,Right,Medium,Medium
11161,CAM,LW ST,Right,Medium,Medium
11162,LW,LW ST,Right,Medium,Medium
11163,RM,LW ST,Right,Medium,Medium
11164,RM,LW ST,Right,Medium,Medium
11165,ST,LW ST,Right,High,Low
11166,LW,LW ST,Right,Medium,Low
11167,RM,LW ST,Right,Medium,Low
11168,ST,LW ST,Left,High,Medium
11169,CAM,LW ST,Right,Medium,Low
11170,ST,LW ST CAM,Right,High,High
11171,CAM,LW ST CM,Right,High,High
11172,CAM,LW ST LM,Right,High,Medium
11173,LW,LW ST LM,Right,High,Medium
11174,LW,LW ST LM,Left,High,Medium
11175,LW,LW ST LM,Right,High,High
11176,LW,LW ST RW,Left,Medium,Low
11177,ST,LW ST RW,Right,Medium,Medium
11178,LW,LW ST RW,Right,Medium,Medium
11179,RW,LW ST RW,Right,High,High
11180,ST,LW ST RW,Right,Medium,Low
11181,LW,LW ST RW,Right,High,Low
11182,RM,LW ST RW,Right,High,Medium
11183,LW,LW ST RW,Right,High,Low
11184,CF,LW ST RW,Right,High,Medium
11185,LW,LW ST RW,Right,High,High
11186,ST,LW ST RW,Right,Medium,Medium
11187,LW,LW ST RW,Right,Medium,Medium
11188,LW,LW ST RW,Right,Medium,Medium
11189,LW,LW ST RW,Right,High,Medium
11190,LWB,LWB,Left,High,Medium
11191,LWB,LWB,Left,High,Medium
11192,LWB,LWB,Left,Medium,Medium
11193,LWB,LWB,Left,High,Medium
11194,LWB,LWB,Left,Medium,Medium
11195,LM,LWB,Left,High,Medium
11196,RM,LWB,Right,High,Medium
11197,LWB,LWB,Left,Medium,Medium
11198,LM,LWB,Left,High,Medium
11199,LWB,LWB,Left,Medium,Medium
11200,LWB,LWB,Left,High,Medium
11201,LWB,LWB,Left,High,Medium
11202,LWB,LWB,Left,Medium,Medium
11203,LWB,LWB,Left,High,Medium
11204,LM,LWB,Left,Medium,Medium
11205,LWB,LWB,Right,High,High
11206,LWB,LWB CB,Left,Medium,Medium
11207,LWB,LWB CB,Left,Medium,Medium
11208,LWB,LWB CB,Left,Medium,Medium
11209,LWB,LWB CB,Left,Medium,Medium
11210,LWB,LWB CB,Left,High,Medium
11211,LWB,LWB CM,Left,High,Medium
11212,LWB,LWB CM,Left,High,Medium
11213,LWB,LWB LB,Left,High,Medium
11214,LWB,LWB LB,Left,Medium,Medium
11215,LWB,LWB LB,Left,Medium,Medium
11216,LWB,LWB LB,Left,High,Medium
11217,LWB,LWB LB,Left,Medium,Medium
11218,LWB,LWB LB,Left,Medium,Medium
11219,LWB,LWB LB,Left,Medium,Medium
11220,LWB,LWB LB,Left,High,Medium
11221,LWB,LWB LB,Left,High,Medium
11222,LWB,LWB LB,Left,Medium,Medium
11223,LWB,LWB LB,Left,Medium,Medium
11224,LWB,LWB LB,Left,Medium,Medium
11225,LWB,LWB LB,Left,Medium,Medium
11226,LWB,LWB LB,Left,High,Medium
11227,LWB,LWB LB,Left,High,Medium
11228,LWB,LWB LB,Left,High,High
11229,LWB,LWB LB,Left,High,Medium
11230,LWB,LWB LB,Left,High,Medium
11231,LWB,LWB LB,Left,High,Medium
11232,LWB,LWB LB,Left,Medium,Medium
11233,LWB,LWB LB,Left,Medium,Medium
11234,LWB,LWB LB,Left,High,Medium
11235,LWB,LWB LB,Right,High,Medium
11236,LWB,LWB LB,Left,High,Medium
11237,LM,LWB LB,Left,High,Medium
11238,LWB,LWB LB,Left,High,Medium
11239,LWB,LWB LB,Left,Medium,Medium
11240,LWB,LWB LB,Left,High,Medium
11241,LWB,LWB LB,Left,High,Medium
11242,LWB,LWB LB,Left,Medium,Medium
11243,LWB,LWB LB,Left,Medium,Medium
11244,LWB,LWB LB,Left,Medium,Medium
11245,LWB,LWB LB,Left,High,Medium
11246,LWB,LWB LB CB,Left,Medium,Medium
11247,LWB,LWB LB CB,Left,Medium,Medium
11248,LWB,LWB LB LM,Left,High,Low
11249,LM,LWB LB LM,Left,Medium,Medium
11250,LWB,LWB LB LM,Left,Medium,Medium
11251,LWB,LWB LM,Left,High,Medium
11252,LWB,LWB LM,Left,Medium,Medium
11253,LB,LWB LM,Left,Medium,Medium
11254,LWB,LWB LM,Right,High,High
11255,LWB,LWB LM,Left,Medium,Medium
11256,LWB,LWB LM,Left,High,Medium
11257,LWB,LWB LM,Left,High,Medium
11258,LWB,LWB LM CM,Left,Medium,Medium
11259,LWB,LWB LM LB,Left,Medium,Medium
11260,LWB,LWB LM RB,Right,High,Medium
11261,LWB,LWB LM RM,Right,Medium,High
11262,LWB,LWB LM RWB,Left,Medium,Medium
11263,LWB,LWB LW,Left,High,Medium
11264,LWB,LWB LW,Left,Medium,Medium
11265,LM,LWB RM LB,Left,High,Medium
11266,LWB,LWB RWB,Right,Medium,Medium
11267,LWB,LWB RWB,Right,High,Medium
11268,LB,ND LB RB,Left,Medium,Medium
11269,RB,RB,Right,Medium,Medium
11270,RWB,RB,Right,Medium,Medium
11271,RB,RB,Right,Medium,Medium
11272,CB,RB,Right,Medium,Medium
11273,RB,RB,Right,Medium,Medium
11274,RWB,RB,Right,Medium,Medium
11275,RB,RB,Right,Low,Medium
11276,RB,RB,Right,Medium,High
11277,RB,RB,Right,Medium,High
11278,RB,RB,Right,Medium,High
11279,RB,RB,Right,Medium,Medium
11280,RWB,RB,Right,Medium,Medium
11281,RB,RB,Right,Medium,Medium
11282,RB,RB,Right,Medium,Medium
11283,RB,RB,Right,Medium,Medium
11284,RB,RB,Right,Medium,Medium
11285,RB,RB,Right,High,Low
11286,RB,RB,Right,Medium,Medium
11287,RB,RB,Right,Medium,High
11288,RB,RB,Right,Medium,Medium
11289,RWB,RB,Right,High,Medium
11290,RWB,RB,Right,High,Medium
11291,RB,RB,Right,Medium,Medium
11292,CM,RB,Right,High,High
11293,RB,RB,Right,Medium,Medium
11294,RB,RB,Right,Medium,Medium
11295,CB,RB,Right,Medium,Medium
11296,RB,RB,Right,Medium,Medium
11297,RB,RB,Right,Medium,Medium
11298,RB,RB,Right,Medium,High
11299,RWB,RB,Right,High,Medium
11300,RB,RB,Right,Medium,Medium
11301,RB,RB,Right,High,Medium
11302,RB,RB,Right,High,Medium
11303,RB,RB,Right,Medium,Medium
11304,RB,RB,Right,High,Medium
11305,RB,RB,Right,High,Medium
11306,RB,RB,Right,High,Medium
11307,RB,RB,Right,Medium,Medium
11308,RB,RB,Right,Medium,Medium
11309,RB,RB,Right,High,Medium
11310,RB,RB,Right,High,Medium
11311,RB,RB,Right,High,Medium
11312,RB,RB,Right,High,Medium
11313,RM,RB,Right,Medium,Medium
11314,RB,RB,Right,Medium,High
11315,RB,RB,Right,High,High
11316,CB,RB,Right,Medium,Medium
11317,RWB,RB,Right,High,High
11318,RB,RB,Right,Medium,High
11319,RB,RB,Right,Medium,Medium
11320,RWB,RB,Right,High,Medium
11321,RWB,RB,Right,High,Medium
11322,RB,RB,Right,High,Medium
11323,CB,RB,Right,Medium,Medium
11324,RB,RB,Right,High,Medium
11325,RB,RB,Right,High,Medium
11326,ST,RB,Right,High,Medium
11327,CB,RB,Right,Medium,High
11328,RB,RB,Right,Medium,Medium
11329,RB,RB,Right,High,Medium
11330,RB,RB,Right,Medium,High
11331,RB,RB,Right,Medium,Medium
11332,RB,RB,Right,Medium,High
11333,CB,RB,Right,High,Medium
11334,RB,RB,Right,Medium,Medium
11335,RB,RB,Right,High,High
11336,RB,RB,Right,Medium,Medium
11337,RB,RB,Right,High,Medium
11338,RB,RB,Right,High,Medium
11339,RB,RB,Right,High,Medium
11340,RB,RB,Right,Medium,High
11341,RB,RB,Right,Medium,Medium
11342,RB,RB,Right,Medium,Medium
11343,RB,RB,Right,High,Medium
11344,RB,RB,Right,High,Medium
11345,RM,RB,Right,High,Medium
11346,RB,RB,Right,High,Medium
11347,RB,RB,Right,High,High
11348,RB,RB,Right,Medium,Medium
11349,CDM,RB,Right,Medium,Medium
11350,RB,RB,Right,Medium,Medium
11351,CB,RB,Right,High,High
11352,RB,RB,Right,Medium,Medium
11353,RB,RB,Right,High,High
11354,RB,RB,Right,Medium,Medium
11355,RB,RB,Right,High,Medium
11356,RB,RB,Right,Medium,Medium
11357,RB,RB,Right,Medium,Medium
11358,RWB,RB,Right,Medium,Medium
11359,CB,RB,Right,Medium,Medium
11360,RB,RB,Right,High,Medium
11361,RWB,RB,Right,Medium,High
11362,CB,RB,Right,Medium,Medium
11363,RB,RB,Right,Medium,Medium
11364,RB,RB,Right,High,Medium
11365,RB,RB,Right,Medium,Medium
11366,RB,RB,Right,Medium,Medium
11367,RB,RB,Right,High,Medium
11368,RWB,RB,Right,High,Medium
11369,RB,RB,Right,Medium,Medium
11370,CDM,RB,Right,Medium,Medium
11371,RWB,RB,Right,High,Medium
11372,RB,RB,Right,High,Medium
11373,RB,RB,Right,High,Medium
11374,RB,RB,Right,High,Medium
11375,RB,RB,Right,Medium,Medium
11376,RWB,RB,Right,High,High
11377,RB,RB,Right,High,Medium
11378,RB,RB,Right,Medium,Low
11379,CB,RB,Right,Medium,Medium
11380,RB,RB,Right,Medium,High
11381,RB,RB,Right,High,Medium
11382,RB,RB,Right,Medium,Medium
11383,RB,RB,Right,Medium,Medium
11384,RWB,RB,Right,High,Medium
11385,RB,RB,Right,Medium,Medium
11386,RB,RB,Right,Medium,Medium
11387,RB,RB,Right,High,Medium
11388,RB,RB,Right,Medium,Medium
11389,RB,RB,Right,Medium,Medium
11390,RB,RB,Right,High,Medium
11391,RB,RB,Right,Medium,High
11392,RB,RB,Right,High,Medium
11393,RWB,RB,Right,Medium,Medium
11394,RB,RB,Right,High,Medium
11395,RWB,RB,Right,High,Medium
11396,RB,RB,Right,High,Medium
11397,RB,RB,Right,Medium,Medium
11398,RB,RB,Right,Medium,Medium
11399,RB,RB,Right,High,Medium
11400,RB,RB,Right,Medium,Medium
