,bov,attacking,skill,agility,power,mentality,defending,goalkeeping,total_stats
9781,62,224,214,69.0,266,251,185,58,1544
9782,63,254,264,72.0,283,252,178,41,1624
9783,58,237,225,86.0,291,260,159,54,1584
9784,52,195,254,75.0,273,197,131,47,1454
9785,78,331,323,74.0,368,350,227,51,2036
9786,66,277,318,75.0,312,300,189,53,1802
9787,70,275,239,61.0,216,240,202,53,1553
9788,72,320,364,75.0,320,306,210,70,1958
9789,66,296,281,64.0,316,280,193,39,1723
9790,66,266,288,65.0,348,314,184,62,1796
9791,65,236,216,63.0,314,266,184,64,1610
9792,62,232,260,64.0,277,265,181,49,1597
9793,61,222,214,78.0,238,225,177,57,1492
9794,74,298,337,80.0,320,330,208,59,1945
9795,72,315,322,71.0,301,305,208,57,1866
9796,68,278,288,73.0,292,288,185,58,1756
9797,57,194,176,48.0,235,212,166,50,1329
9798,70,296,292,73.0,349,315,191,54,1872
9799,62,213,235,56.0,267,236,170,49,1489
9800,63,255,271,67.0,269,271,181,48,1633
9801,63,219,240,72.0,253,250,184,53,1543
9802,59,228,263,59.0,242,252,171,55,1528
9803,74,323,346,67.0,363,361,219,54,2031
9804,77,350,362,74.0,361,318,222,50,2026
9805,64,265,272,70.0,269,272,189,57,1664
9806,68,243,229,48.0,306,267,202,65,1599
9807,67,269,264,69.0,297,279,200,48,1694
9808,68,235,226,63.0,238,229,193,52,1501
9809,69,257,261,72.0,274,229,199,57,1620
9810,58,192,193,55.0,235,227,173,56,1379
9811,71,269,291,73.0,297,272,201,55,1731
9812,66,215,216,74.0,279,237,191,42,1529
9813,66,271,283,67.0,324,281,172,66,1761
9814,70,290,275,90.0,296,293,180,58,1812
9815,69,257,253,70.0,295,289,205,62,1737
9816,66,247,256,61.0,276,264,185,57,1613
9817,69,238,243,65.0,256,261,204,46,1577
9818,65,232,231,59.0,257,244,189,52,1539
9819,64,267,303,64.0,295,285,182,51,1735
9820,68,298,316,76.0,331,324,193,64,1884
9821,73,295,289,69.0,326,317,214,60,1856
9822,70,303,305,60.0,367,317,205,98,1903
9823,50,160,171,53.0,227,220,151,55,1261
9824,74,274,265,69.0,260,311,215,59,1763
9825,68,260,221,75.0,330,282,185,59,1707
9826,66,291,284,67.0,311,282,171,47,1728
9827,69,280,309,82.0,311,302,181,53,1830
9828,74,315,303,83.0,332,283,95,59,1789
9829,78,359,371,70.0,389,357,227,46,2126
9830,77,334,357,78.0,344,321,166,64,1957
9831,75,351,339,78.0,304,302,122,47,1854
9832,71,280,305,80.0,301,297,87,47,1734
9833,73,326,362,71.0,313,276,108,46,1778
9834,70,306,308,82.0,334,253,107,51,1731
9835,75,345,370,78.0,363,298,92,56,1914
9836,52,199,230,78.0,225,196,100,61,1342
9837,69,311,331,75.0,317,232,77,57,1678
9838,65,282,302,77.0,314,209,72,37,1586
9839,71,284,346,80.0,293,246,119,53,1723
9840,74,343,362,74.0,342,317,129,45,1897
9841,69,312,319,66.0,322,250,169,36,1752
9842,82,388,362,70.0,397,368,232,64,2197
9843,60,263,264,67.0,284,216,48,45,1461
9844,72,300,315,70.0,287,303,172,48,1784
9845,64,281,294,90.0,326,259,48,68,1662
9846,55,236,258,68.0,272,202,92,41,1429
9847,69,312,338,75.0,338,327,165,54,1895
9848,64,235,275,89.0,264,223,101,56,1552
9849,77,350,415,72.0,384,335,81,41,1940
9850,65,289,306,72.0,307,265,166,44,1719
9851,67,281,314,90.0,321,268,109,54,1741
9852,52,200,226,63.0,237,194,71,34,1262
9853,63,250,281,86.0,282,227,82,54,1561
9854,73,329,325,88.0,320,306,107,62,1862
9855,65,284,293,68.0,301,238,94,52,1614
9856,62,246,268,67.0,259,215,72,61,1447
9857,76,343,351,83.0,363,293,87,38,1882
9858,63,270,287,85.0,320,235,108,63,1645
9859,56,217,252,78.0,242,200,88,40,1382
9860,62,271,280,71.0,288,237,114,39,1581
9861,72,322,364,78.0,299,288,108,38,1796
9862,69,300,364,68.0,231,298,58,54,1649
9863,63,269,304,65.0,282,251,142,50,1632
9864,74,287,349,85.0,321,267,96,51,1769
9865,66,284,318,66.0,272,232,149,44,1635
9866,74,318,346,81.0,347,271,124,44,1847
9867,61,260,268,73.0,280,209,86,49,1492
9868,66,272,310,90.0,270,256,107,56,1665
9869,74,341,357,69.0,313,300,86,60,1836
9870,66,266,285,75.0,314,279,103,47,1657
9871,58,236,239,70.0,252,205,78,51,1388
9872,77,347,354,82.0,344,306,128,44,1932
9873,65,291,302,76.0,303,287,130,46,1716
9874,82,341,367,87.0,346,301,87,73,1940
9875,66,278,283,66.0,283,258,113,46,1598
9876,69,300,307,76.0,338,247,63,65,1666
9877,85,402,402,84.0,368,332,103,52,2086
9878,68,283,289,74.0,281,250,68,50,1573
9879,82,354,401,90.0,373,311,106,49,2016
9880,56,225,266,57.0,247,219,110,53,1428
9881,70,289,314,84.0,306,268,148,51,1786
9882,67,276,304,71.0,327,247,104,48,1679
9883,62,276,283,65.0,283,261,140,53,1620
9884,70,271,322,86.0,291,245,111,49,1674
9885,67,266,315,75.0,277,253,100,47,1624
9886,65,273,283,73.0,283,257,82,50,1572
9887,62,255,276,81.0,227,228,71,60,1484
9888,61,282,265,55.0,276,270,88,54,1542
9889,69,302,353,75.0,335,252,81,42,1725
9890,69,304,328,73.0,288,259,123,47,1715
9891,71,298,320,76.0,305,298,143,57,1785
9892,63,277,314,84.0,288,253,78,52,1632
9893,78,333,388,82.0,317,325,152,62,1975
9894,68,307,288,75.0,305,235,104,44,1654
9895,64,257,290,75.0,274,212,82,44,1510
9896,78,323,368,94.0,315,315,105,41,1912
9897,75,344,358,86.0,315,303,73,47,1854
9898,82,315,347,90.0,302,295,131,47,1881
9899,66,266,310,77.0,275,274,126,49,1684
9900,61,254,268,65.0,277,255,129,49,1554
9901,73,337,366,73.0,352,311,107,53,1907
9902,63,245,267,76.0,258,217,92,53,1498
9903,78,361,364,76.0,385,292,114,46,1938
9904,73,293,311,74.0,289,267,79,56,1666
9905,56,223,232,67.0,240,196,84,62,1381
9906,71,310,348,81.0,300,314,120,57,1827
9907,67,309,302,68.0,287,270,96,56,1662
9908,59,255,263,76.0,294,248,125,45,1582
9909,60,262,245,73.0,292,195,45,40,1419
9910,59,230,254,78.0,236,207,74,48,1397
9911,73,329,338,84.0,332,315,85,50,1858
9912,78,313,376,93.0,317,338,173,50,2013
9913,71,334,363,83.0,311,329,111,50,1865
9914,64,255,334,53.0,295,259,104,54,1599
9915,61,277,278,58.0,280,211,96,52,1506
9916,61,283,319,72.0,292,274,81,41,1596
9917,53,220,237,65.0,231,174,58,46,1293
9918,76,311,330,85.0,275,261,125,52,1750
9919,60,274,259,57.0,233,222,109,49,1440
9920,67,279,337,74.0,346,246,87,50,1700
9921,62,227,243,62.0,230,249,88,43,1387
9922,62,271,266,75.0,323,225,48,61,1540
9923,67,270,292,86.0,298,244,142,53,1655
9924,63,256,257,80.0,248,242,118,48,1535
9925,63,252,273,62.0,238,214,66,52,1415
9926,65,252,274,78.0,238,220,75,60,1488
9927,79,368,379,71.0,376,315,112,65,1982
9928,51,203,205,79.0,240,194,67,58,1299
9929,65,274,301,75.0,288,240,109,45,1596
9930,65,262,302,81.0,285,265,56,63,1580
9931,69,292,295,73.0,266,292,87,46,1639
9932,71,297,319,82.0,324,266,107,38,1731
9933,61,252,292,74.0,237,234,116,46,1514
9934,75,348,358,84.0,358,311,164,47,1977
9935,58,226,263,71.0,252,199,90,40,1428
9936,68,337,327,81.0,316,255,100,61,1774
9937,68,276,337,73.0,302,290,86,63,1696
9938,65,264,314,78.0,325,231,61,47,1602
9939,52,196,236,57.0,232,210,92,42,1310
9940,67,277,325,73.0,330,295,133,51,1752
9941,63,275,271,85.0,259,197,86,54,1524
9942,63,280,259,66.0,315,210,62,60,1542
9943,76,340,338,75.0,354,317,158,53,1954
9944,64,261,285,78.0,275,227,115,43,1571
9945,78,310,337,77.0,332,291,79,58,1788
9946,64,246,298,82.0,285,264,135,48,1657
9947,59,274,275,54.0,228,218,103,47,1454
9948,59,260,268,71.0,252,206,107,43,1479
9949,74,352,369,79.0,330,304,84,66,1891
9950,65,300,271,63.0,293,219,69,53,1510
9951,52,217,223,59.0,242,233,133,45,1375
9952,59,248,282,74.0,253,211,94,49,1480
9953,61,248,268,63.0,227,230,92,50,1431
9954,67,266,265,88.0,325,275,101,50,1706
9955,77,345,393,84.0,309,272,89,65,1873
9956,70,297,312,82.0,358,313,142,58,1854
9957,71,324,338,80.0,355,331,191,67,1974
9958,65,249,257,89.0,273,218,81,48,1540
9959,65,260,277,82.0,307,237,103,55,1611
9960,77,308,347,84.0,349,323,202,49,1983
9961,70,329,347,73.0,341,296,155,53,1874
9962,70,277,272,89.0,325,262,111,55,1725
9963,65,274,282,85.0,275,264,109,47,1627
9964,78,352,358,78.0,361,325,121,57,1978
9965,64,265,270,90.0,318,217,86,44,1608
9966,73,319,334,69.0,324,319,207,68,1938
9967,75,312,368,88.0,283,279,88,56,1776
9968,76,323,371,92.0,351,300,81,52,1904
9969,69,300,318,82.0,311,298,144,56,1797
9970,70,285,309,73.0,298,286,174,55,1777
9971,65,267,285,61.0,274,222,90,50,1526
9972,68,286,319,76.0,318,321,180,59,1844
9973,61,256,259,60.0,303,270,149,61,1623
9974,67,288,264,76.0,285,251,95,56,1609
9975,70,292,311,81.0,328,266,93,55,1717
9976,70,322,328,77.0,330,263,104,57,1777
9977,66,270,301,66.0,295,289,161,38,1689
9978,62,257,257,59.0,328,293,153,42,1670
9979,71,309,336,81.0,344,333,164,55,1933
9980,65,286,304,78.0,272,278,104,39,1655
9981,57,233,242,55.0,231,199,82,42,1330
9982,79,340,366,81.0,354,320,103,61,1958
9983,69,321,334,78.0,335,327,171,48,1888
9984,64,264,280,89.0,254,223,75,43,1523
9985,62,245,257,65.0,249,230,80,48,1444
9986,69,327,333,81.0,351,277,82,55,1817
9987,64,247,288,82.0,238,230,81,57,1524
9988,65,288,308,62.0,260,250,121,41,1590
9989,70,300,346,90.0,318,288,83,41,1759
9990,58,258,263,51.0,246,217,98,49,1429
9991,69,307,283,82.0,361,269,62,51,1730
9992,55,232,231,62.0,274,227,118,56,1441
9993,78,308,360,90.0,317,277,89,58,1827
9994,79,341,381,76.0,350,315,151,60,1977
9995,66,249,333,72.0,285,253,90,43,1608
9996,66,268,275,69.0,264,274,173,40,1665
9997,73,292,366,80.0,311,219,109,44,1715
9998,72,327,335,74.0,327,260,101,52,1769
9999,67,292,344,70.0,333,300,147,44,1826
10000,65,285,298,56.0,213,245,104,52,1519
10001,69,259,287,79.0,279,242,64,45,1560
10002,68,292,304,77.0,249,265,108,54,1654
10003,63,274,273,61.0,296,228,75,45,1517
10004,60,257,270,63.0,256,279,157,46,1592
10005,83,353,413,92.0,351,321,112,55,2033
10006,54,232,234,56.0,225,202,75,46,1313
10007,54,229,244,69.0,236,220,124,46,1438
10008,55,251,242,64.0,240,201,79,47,1362
10009,59,265,272,63.0,249,223,86,47,1455
10010,61,255,272,75.0,252,212,83,53,1470
10011,61,269,267,77.0,294,231,117,48,1586
10012,70,317,317,77.0,344,285,130,57,1825
10013,79,319,383,95.0,326,330,140,61,2001
10014,68,269,333,77.0,287,269,92,50,1673
10015,66,286,341,83.0,327,282,150,58,1792
10016,64,278,296,58.0,278,281,152,56,1668
10017,77,358,388,76.0,339,360,184,24,2030
10018,69,300,317,83.0,260,235,80,45,1621
10019,64,276,315,72.0,326,239,89,65,1649
10020,59,253,257,77.0,223,223,100,45,1443
10021,64,284,317,75.0,311,307,152,55,1759
10022,76,330,348,86.0,316,266,108,50,1852
10023,72,300,272,70.0,271,276,91,52,1619
10024,79,331,340,86.0,385,272,98,64,1905
10025,67,286,296,82.0,310,269,132,63,1762
10026,70,309,342,72.0,301,283,93,46,1723
10027,66,303,279,90.0,307,243,63,56,1663
10028,68,265,282,76.0,275,249,89,41,1591
10029,53,188,220,84.0,249,191,79,58,1351
10030,68,279,298,83.0,276,248,114,47,1638
10031,61,261,280,82.0,209,226,149,39,1532
10032,77,357,365,74.0,376,339,160,52,2030
10033,56,242,239,68.0,240,218,101,49,1404
10034,55,190,216,63.0,221,222,152,50,1371
10035,58,264,285,47.0,255,208,93,42,1423
10036,65,274,252,73.0,261,265,90,52,1543
10037,63,264,272,65.0,259,219,72,43,1485
10038,63,306,253,70.0,310,268,96,55,1618
10039,71,349,340,75.0,342,275,70,38,1782
10040,64,283,272,62.0,273,228,94,50,1517
10041,75,302,356,91.0,326,308,116,54,1883
10042,68,314,302,76.0,330,255,104,56,1747
10043,59,213,256,80.0,227,203,63,53,1375
10044,52,211,217,53.0,218,190,74,57,1274
10045,59,255,261,66.0,313,231,72,54,1494
10046,76,286,349,87.0,321,262,118,51,1794
10047,67,271,312,79.0,301,238,82,53,1635
10048,62,297,270,70.0,279,218,92,63,1586
10049,63,254,283,90.0,254,271,93,50,1604
10050,68,284,277,82.0,309,261,108,49,1661
10051,71,290,313,79.0,302,253,82,62,1691
10052,69,311,344,84.0,340,314,143,63,1894
10053,70,292,333,80.0,294,272,59,56,1694
10054,78,339,379,94.0,302,291,98,52,1893
10055,72,334,330,83.0,313,265,98,58,1791
10056,55,220,248,62.0,251,194,84,43,1353
10057,72,312,356,82.0,346,311,166,48,1917
10058,64,258,264,59.0,274,239,68,51,1491
10059,74,330,356,79.0,348,306,93,61,1874
10060,57,231,264,55.0,210,237,117,52,1405
10061,72,299,327,69.0,311,279,65,55,1708
10062,81,345,393,89.0,322,341,152,43,2024
10063,73,323,344,69.0,333,270,93,49,1770
10064,62,289,298,62.0,311,246,127,63,1677
10065,68,260,314,85.0,322,304,129,54,1762
10066,62,256,275,73.0,260,226,101,58,1523
10067,78,314,363,86.0,284,314,160,58,1892
10068,62,261,263,77.0,228,253,88,52,1523
10069,61,225,256,78.0,229,202,62,55,1420
10070,75,317,356,81.0,312,307,107,46,1849
10071,70,301,323,75.0,311,266,105,51,1717
10072,66,260,277,74.0,270,221,85,57,1514
10073,66,286,280,69.0,311,232,51,46,1565
10074,65,275,283,78.0,286,272,142,47,1646
10075,65,257,298,52.0,261,244,116,54,1557
10076,58,232,244,65.0,251,218,101,47,1422
10077,79,360,399,78.0,311,319,98,48,1923
10078,69,296,313,78.0,315,277,141,67,1784
10079,70,288,333,72.0,345,270,120,47,1747
10080,59,241,282,75.0,278,221,88,50,1496
10081,79,358,387,82.0,380,361,199,61,2139
10082,61,242,272,78.0,250,213,119,44,1492
10083,77,380,376,72.0,371,362,166,42,2036
10084,64,257,268,73.0,260,291,188,46,1679
10085,60,261,246,73.0,288,259,135,51,1576
10086,66,278,323,76.0,295,256,115,67,1687
10087,66,252,298,93.0,244,250,135,50,1628
10088,73,298,323,93.0,288,258,86,51,1723
10089,59,243,273,72.0,262,218,85,50,1470
10090,81,362,379,90.0,373,329,131,53,2058
10091,71,311,355,81.0,318,294,98,56,1811
10092,64,251,264,68.0,276,249,106,50,1546
10093,71,301,303,88.0,311,253,102,44,1722
10094,62,244,264,65.0,284,277,117,57,1584
10095,75,326,307,87.0,276,260,93,45,1715
10096,60,250,268,68.0,255,240,108,47,1501
10097,73,291,368,76.0,321,229,70,56,1708
10098,71,269,327,85.0,311,295,153,55,1795
10099,64,272,300,68.0,302,237,116,63,1619
10100,68,276,300,84.0,297,269,129,46,1685
10101,71,335,367,70.0,338,341,175,50,1916
10102,67,314,331,71.0,318,275,163,62,1817
10103,70,287,340,84.0,287,245,77,56,1671
10104,75,293,340,88.0,290,285,153,46,1805
10105,74,343,369,80.0,333,311,134,60,1919
10106,55,251,236,53.0,263,216,72,57,1390
10107,70,298,330,83.0,323,286,61,53,1726
10108,69,297,324,91.0,305,279,147,46,1784
10109,69,273,323,61.0,332,316,168,57,1800
10110,63,264,296,73.0,222,202,99,62,1491
10111,73,319,351,86.0,355,301,162,53,1958
10112,74,322,370,78.0,316,316,81,66,1837
10113,73,308,349,73.0,340,279,112,45,1773
10114,74,312,354,85.0,341,263,102,52,1796
10115,74,314,375,80.0,331,301,159,55,1905
10116,73,291,343,88.0,305,292,173,62,1856
10117,63,255,322,72.0,299,263,132,52,1662
10118,69,309,334,76.0,341,317,166,57,1894
10119,68,272,312,94.0,327,239,89,46,1720
10120,76,334,391,92.0,323,319,134,62,1987
10121,71,299,298,88.0,328,265,100,64,1768
10122,72,285,343,90.0,267,236,61,52,1662
10123,63,276,305,66.0,256,249,90,57,1547
10124,69,291,310,86.0,266,244,77,51,1646
10125,72,289,287,90.0,310,239,72,43,1669
10126,81,355,380,76.0,346,351,215,54,2063
10127,68,286,291,86.0,278,241,62,57,1603
10128,84,369,410,88.0,353,355,177,60,2132
10129,70,285,346,85.0,339,274,65,62,1756
10130,62,262,267,75.0,281,238,68,54,1527
10131,70,304,347,72.0,307,294,135,55,1782
10132,59,260,282,76.0,288,226,80,50,1537
10133,74,343,363,78.0,323,282,107,36,1819
10134,63,257,301,80.0,282,233,99,63,1595
10135,71,297,363,83.0,311,287,106,25,1768
10136,63,275,300,75.0,302,258,66,61,1635
10137,69,308,312,83.0,344,280,126,68,1833
10138,62,245,269,66.0,270,222,88,45,1463
10139,68,279,321,91.0,271,277,77,67,1707
10140,68,330,336,70.0,318,278,104,47,1750
10141,66,274,278,78.0,302,224,56,49,1563
10142,68,312,299,73.0,343,286,87,55,1731
10143,70,352,337,72.0,390,317,100,48,1855
10144,66,272,301,74.0,312,227,82,50,1588
10145,55,227,255,61.0,224,226,131,60,1440
10146,63,295,303,75.0,314,297,174,44,1762
10147,83,339,355,87.0,361,328,96,61,1961
10148,71,325,363,75.0,336,310,116,54,1859
10149,54,226,219,75.0,251,194,78,52,1363
10150,78,352,395,78.0,342,318,111,52,1942
10151,77,348,365,85.0,371,334,137,53,2000
10152,75,327,320,86.0,320,283,82,59,1793
10153,77,320,356,87.0,328,265,108,41,1818
10154,87,399,400,86.0,385,345,117,53,2128
10155,81,340,394,93.0,319,315,86,64,1945
10156,61,244,259,92.0,289,222,97,47,1548
10157,73,337,296,82.0,364,290,95,61,1811
10158,73,316,361,63.0,360,321,145,62,1919
10159,68,297,287,76.0,332,257,67,47,1647
10160,68,298,302,88.0,318,277,113,40,1747
10161,77,348,373,76.0,343,317,149,49,1940
10162,74,365,373,71.0,324,373,192,52,2016
10163,67,267,290,70.0,290,288,102,59,1635
10164,66,259,307,81.0,327,291,187,54,1806
10165,56,239,274,78.0,252,239,123,63,1527
10166,77,315,382,88.0,307,358,197,58,2004
10167,68,320,328,73.0,326,288,158,49,1811
10168,67,289,304,78.0,275,276,170,43,1719
10169,64,303,313,62.0,245,244,190,45,1645
10170,64,270,289,65.0,302,264,150,56,1647
10171,63,258,273,71.0,327,285,156,53,1682
10172,55,211,205,68.0,243,237,145,53,1434
10173,67,274,321,78.0,350,308,141,52,1828
10174,76,338,343,74.0,338,329,200,61,1980
10175,63,281,268,65.0,304,248,78,46,1559
10176,62,292,280,67.0,289,272,126,54,1631
10177,76,325,391,83.0,355,313,190,43,2013
10178,67,316,290,79.0,315,273,63,57,1650
10179,74,354,349,80.0,376,297,95,46,1889
10180,64,268,263,62.0,236,273,156,56,1600
10181,57,204,244,80.0,217,212,92,58,1387
10182,70,297,376,73.0,351,315,190,62,1951
10183,81,365,417,84.0,338,360,191,51,2125
10184,76,311,353,71.0,327,308,123,45,1839
10185,72,292,362,80.0,258,284,139,52,1757
10186,65,260,311,84.0,271,245,115,48,1621
10187,70,317,369,90.0,339,286,92,55,1847
10188,68,274,310,83.0,267,256,89,53,1628
10189,73,311,334,81.0,305,287,96,50,1776
10190,77,315,377,82.0,325,336,169,41,1923
10191,67,261,279,74.0,277,244,130,60,1584
10192,67,257,292,68.0,340,292,179,43,1750
10193,68,263,282,66.0,262,285,188,50,1691
10194,75,356,375,74.0,362,355,209,62,2069
10195,74,335,301,79.0,369,349,210,43,2004
10196,69,301,321,80.0,346,322,184,56,1882
10197,65,276,277,80.0,292,257,92,42,1603
10198,80,354,406,77.0,380,350,180,45,2089
10199,74,299,305,77.0,306,278,107,51,1737
10200,66,302,307,65.0,323,295,132,55,1733
10201,66,274,336,69.0,322,287,119,60,1707
10202,69,282,310,75.0,275,276,150,51,1716
10203,73,306,347,79.0,352,340,223,55,2012
10204,63,283,293,69.0,257,257,171,36,1628
10205,70,297,298,63.0,331,314,186,53,1809
10206,74,339,338,68.0,292,312,215,67,1918
10207,63,300,285,52.0,290,273,166,40,1665
10208,76,276,364,73.0,368,299,208,54,1931
10209,63,277,282,54.0,280,256,145,50,1609
10210,63,273,276,54.0,285,240,153,45,1582
10211,79,351,366,76.0,352,352,234,57,2091
10212,67,279,331,74.0,309,266,158,39,1746
10213,77,353,375,83.0,374,373,238,21,2119
10214,71,322,326,79.0,341,337,193,54,1952
10215,69,320,339,79.0,364,314,187,57,1963
10216,67,277,298,81.0,281,302,181,47,1756
10217,66,298,319,61.0,346,324,188,55,1857
10218,70,300,320,69.0,333,315,193,51,1887
10219,58,253,276,75.0,302,264,157,71,1664
10220,62,273,278,61.0,240,276,179,66,1631
10221,57,237,263,64.0,247,239,155,54,1516
10222,59,265,253,69.0,297,267,162,37,1621
10223,56,231,242,73.0,285,228,136,50,1506
10224,72,282,330,77.0,344,322,196,49,1902
10225,60,240,267,72.0,290,246,96,45,1534
10226,71,276,342,73.0,312,302,182,42,1827
10227,70,283,266,70.0,293,278,181,51,1729
10228,73,318,329,63.0,347,339,222,60,1939
10229,57,256,228,67.0,297,260,143,49,1554
10230,71,321,351,69.0,329,310,182,39,1873
10231,69,301,314,71.0,273,255,198,46,1763
10232,65,263,297,68.0,348,293,175,42,1754
10233,75,325,354,71.0,362,350,218,49,2030
10234,66,294,300,69.0,331,247,187,43,1774
10235,68,263,277,69.0,321,277,162,65,1746
10236,77,326,325,77.0,359,333,212,53,2024
10237,68,305,317,69.0,367,288,175,35,1860
10238,70,303,330,65.0,369,316,180,54,1911
10239,69,280,302,81.0,323,259,146,53,1759
10240,74,310,333,80.0,330,316,214,43,1934
10241,71,308,353,74.0,325,318,206,55,1932
10242,63,281,289,74.0,305,282,145,49,1697
10243,71,330,360,70.0,347,358,212,57,2023
10244,69,317,303,70.0,323,315,186,50,1858
10245,82,340,364,78.0,369,353,226,50,2107
10246,61,265,283,85.0,296,234,144,41,1646
10247,68,312,321,72.0,298,255,169,41,1756
10248,64,293,259,71.0,339,281,81,55,1645
10249,66,295,300,67.0,367,304,183,50,1851
10250,60,258,264,73.0,265,226,94,42,1486
10251,85,365,420,87.0,338,340,230,45,2148
10252,64,253,289,72.0,289,246,125,63,1596
10253,73,336,345,74.0,370,330,184,51,1974
10254,65,272,321,80.0,319,281,186,58,1820
10255,69,279,263,72.0,333,270,187,59,1743
10256,66,279,326,82.0,350,294,168,44,1842
10257,61,288,275,74.0,276,231,122,48,1560
10258,72,316,327,72.0,316,326,200,59,1910
10259,69,309,335,82.0,364,302,205,53,1944
10260,66,265,279,80.0,330,273,169,61,1757
10261,71,279,294,52.0,299,286,198,44,1733
10262,75,353,377,75.0,351,366,205,61,2079
10263,69,310,295,73.0,340,308,194,54,1865
10264,66,291,320,69.0,342,315,177,44,1826
10265,65,283,316,74.0,328,273,92,42,1700
10266,67,265,275,77.0,311,272,71,44,1625
10267,75,321,327,91.0,323,265,100,53,1799
10268,79,343,379,79.0,321,329,111,41,1906
10269,72,319,282,89.0,341,283,134,51,1815
10270,74,317,363,83.0,360,312,68,56,1860
10271,68,292,306,67.0,264,248,125,61,1630
10272,69,299,326,83.0,309,292,145,61,1793
10273,69,301,297,90.0,248,228,47,52,1570
10274,54,219,216,55.0,259,229,119,60,1403
10275,65,285,312,75.0,246,253,90,52,1589
10276,67,296,306,75.0,291,268,91,45,1664
10277,68,261,319,78.0,305,263,80,58,1664
10278,80,362,387,92.0,369,291,79,47,1947
10279,65,284,246,82.0,279,251,97,50,1597
10280,67,273,330,80.0,294,274,107,64,1715
10281,74,293,326,93.0,297,273,96,54,1763
10282,74,328,354,75.0,351,330,120,58,1916
10283,64,263,287,71.0,328,258,107,58,1641
10284,78,342,376,86.0,347,292,100,62,1923
10285,70,329,329,77.0,351,281,86,55,1796
10286,67,280,284,77.0,283,271,160,54,1712
10287,63,268,270,76.0,266,264,136,47,1602
10288,72,307,356,84.0,325,260,77,61,1794
10289,65,261,258,82.0,321,257,54,44,1583
10290,70,322,346,71.0,298,259,153,58,1780
10291,70,298,323,82.0,315,299,132,60,1820
10292,72,320,348,78.0,356,323,172,44,1945
10293,70,305,321,90.0,277,257,130,66,1754
10294,68,288,286,79.0,309,250,114,45,1681
